id_videojuego,id_venta,ventas_na,ventas_eu,ventas_jp,otras_ventas,ventas_globales
3787,3887,0.07,0.09,0,0.04,0.19
3788,3888,0.15,0.03,0,0.01,0.19
3789,3889,0,0,0.19,0,0.19
3790,3890,0.18,0,0,0.01,0.19
3791,3891,0,0,0.19,0,0.19
3792,3892,0.18,0,0,0.01,0.19
3793,3893,0.13,0.04,0,0.01,0.19
3794,3894,0.11,0.06,0,0.02,0.19
3795,3895,0.11,0.07,0,0.02,0.19
3796,3896,0.1,0.06,0.01,0.02,0.19
3797,3897,0.18,0,0,0.01,0.19
3798,3898,0,0,0.19,0,0.19
3799,3899,0.06,0.05,0.07,0.02,0.19
3800,3900,0.18,0,0,0.01,0.19
3801,3901,0.12,0,0.06,0.01,0.19
3802,3902,0.1,0.06,0,0.03,0.19
3803,3903,0.11,0.05,0,0.03,0.19
3804,3904,0,0.16,0,0.03,0.19
3805,3905,0.11,0.05,0,0.03,0.19
3806,3906,0.14,0.03,0,0.01,0.19
3807,3907,0,0.18,0,0.01,0.19
3808,3908,0.05,0.12,0,0.02,0.19
3809,3909,0.18,0,0,0.01,0.19
3810,3910,0.18,0,0,0.01,0.19
3811,3911,0.18,0,0,0.01,0.19
3812,3912,0.18,0,0,0.01,0.19
3813,3913,0,0,0.19,0,0.19
3814,3914,0.15,0.01,0.02,0.01,0.19
3815,3915,0,0,0.19,0,0.19
3816,3916,0.11,0.05,0,0.02,0.19
3817,3917,0.09,0.08,0,0.02,0.19
3818,3918,0.17,0.01,0,0.01,0.19
3819,3919,0,0.16,0,0.02,0.19
3820,3920,0.1,0.07,0,0.02,0.19
3821,3921,0.16,0.01,0,0.01,0.19
3822,3922,0,0,0.19,0,0.19
3823,3923,0,0.15,0,0.04,0.19
3824,3924,0,0,0.19,0,0.19
3825,3925,0,0,0.19,0,0.19
3826,3926,0,0.16,0,0.02,0.19
3827,3927,0.17,0,0,0.01,0.19
3828,3928,0,0.17,0,0.02,0.19
3829,3929,0,0,0.19,0,0.19
3830,3930,0.12,0.05,0,0.02,0.19
3831,3931,0,0.16,0,0.03,0.19
3832,3932,0.18,0,0,0.01,0.19
3833,3933,0.07,0,0.11,0.01,0.19
3834,3934,0.18,0,0,0.01,0.19
3835,3935,0.1,0.05,0.03,0.01,0.19
3836,3936,0,0,0.19,0,0.19
3837,3937,0.14,0.03,0,0.02,0.19
3838,3938,0.17,0,0,0.01,0.19
3839,3939,0.02,0.13,0,0.03,0.19
3840,3940,0,0,0.19,0,0.19
3841,3941,0,0,0.19,0,0.19
3842,3942,0.1,0.07,0,0.02,0.19
3843,3943,0,0,0.19,0,0.19
3844,3944,0.12,0,0.06,0.01,0.19
3845,3945,0.18,0,0,0.01,0.19
3846,3946,0.05,0.11,0,0.02,0.19
3847,3947,0.15,0.02,0,0.01,0.19
3848,3948,0,0,0.19,0,0.19
3849,3949,0.17,0,0,0.02,0.19
3850,3950,0.15,0.03,0,0,0.19
3851,3951,0.16,0.03,0,0,0.19
3852,3952,0.09,0.07,0.01,0.01,0.19
3853,3953,0.17,0,0,0.01,0.19
3854,3954,0.17,0,0,0.01,0.19
3855,3955,0.1,0.07,0,0.02,0.19
3856,3956,0.14,0.02,0,0.01,0.19
3857,3957,0.17,0,0,0.01,0.19
3858,3958,0.14,0.03,0,0.01,0.19
3859,3959,0.17,0,0,0.01,0.19
3860,3960,0.06,0.09,0,0.03,0.19
3861,3961,0.04,0.11,0,0.03,0.18
3862,3962,0.17,0,0,0.01,0.18
3863,3963,0.06,0.11,0,0.02,0.18
3864,3964,0.1,0.06,0,0.02,0.18
3865,3965,0.17,0,0,0.01,0.18
3866,3966,0.08,0.09,0,0.02,0.18
3867,3967,0.13,0.04,0,0.01,0.18
3868,3968,0.17,0,0,0.01,0.18
3869,3969,0.04,0.11,0,0.04,0.18
3870,3970,0.17,0,0,0.02,0.18
3871,3971,0.16,0.01,0,0.01,0.18
3872,3972,0.17,0,0,0.01,0.18
3873,3973,0.15,0.02,0,0.01,0.18
3874,3974,0.11,0.02,0.05,0.01,0.18
3875,3975,0.06,0.07,0.03,0.02,0.18
3876,3976,0.07,0.1,0,0.01,0.18
3877,3977,0,0,0.18,0,0.18
3878,3978,0.11,0.06,0,0.02,0.18
3879,3979,0.05,0.11,0,0.02,0.18
3880,3980,0.01,0.14,0,0.04,0.18
3881,3981,0.17,0,0,0.01,0.18
3882,3982,0.09,0.08,0,0.02,0.18
3883,3983,0,0.15,0,0.04,0.18
3884,3984,0.08,0.09,0,0.01,0.18
3885,3985,0.15,0,0.02,0.01,0.18
3886,3986,0.12,0.04,0,0.02,0.18
3887,3987,0.1,0.07,0,0.02,0.18
3888,3988,0.07,0.09,0,0.02,0.18
3889,3989,0.05,0.1,0,0.03,0.18
3890,3990,0,0,0.18,0,0.18
3891,3991,0.09,0.06,0.01,0.02,0.18
3892,3992,0.15,0.02,0,0.01,0.18
3893,3993,0.07,0.08,0.01,0.01,0.18
3894,3994,0.17,0,0,0.01,0.18
3895,3995,0,0.16,0,0.02,0.18
3896,3996,0.16,0.01,0,0.01,0.18
3897,3997,0.13,0.04,0,0.01,0.18
3898,3998,0,0.16,0,0.02,0.18
3899,3999,0.07,0.06,0.03,0.02,0.18
3900,4000,0.05,0.12,0,0.02,0.18
3901,4001,0.11,0.06,0,0.02,0.18
3902,4002,0,0,0.18,0,0.18
3903,4003,0.17,0,0,0.01,0.18
3904,4004,0.09,0,0.07,0.02,0.18
3905,4005,0,0,0.18,0,0.18
3906,4006,0.1,0.06,0,0.02,0.18
3907,4007,0.17,0,0,0.01,0.18
3908,4008,0.06,0.03,0.07,0.02,0.18
3909,4009,0,0.14,0,0.04,0.18
3910,4010,0.04,0.12,0,0.02,0.18
3911,4011,0.13,0.04,0,0.01,0.18
3912,4012,0.12,0.04,0,0.02,0.18
3913,4013,0.05,0.1,0,0.03,0.18
3914,4014,0.15,0.02,0,0.01,0.18
3915,4015,0.01,0.15,0,0.02,0.18
3916,4016,0.14,0.02,0,0.02,0.18
3917,4017,0.1,0.06,0,0.02,0.18
3918,4018,0.14,0.03,0,0.01,0.18
3919,4019,0.07,0.08,0,0.03,0.18
3920,4020,0.08,0.08,0,0.02,0.18
3921,4021,0,0,0.18,0,0.18
3922,4022,0.17,0,0,0.01,0.18
3923,4023,0.13,0.04,0,0.01,0.18
3924,4024,0,0.16,0,0.02,0.18
3925,4025,0.17,0,0,0.01,0.18
3926,4026,0.1,0.07,0,0.02,0.18
3927,4027,0.05,0.1,0,0.03,0.18
3928,4028,0.1,0.06,0,0.02,0.18
3929,4029,0.06,0.09,0,0.03,0.18
3930,4030,0.11,0.04,0.02,0.01,0.18
3931,4031,0.04,0.13,0,0.01,0.18
3932,4032,0.17,0,0,0.01,0.18
3933,4033,0.06,0.1,0,0.01,0.18
3934,4034,0.17,0,0,0.01,0.18
3935,4035,0.05,0.02,0.1,0.01,0.18
3936,4036,0.08,0.08,0,0.02,0.18
3937,4037,0.1,0.03,0.02,0.03,0.18
3938,4038,0.06,0.09,0,0.02,0.18
3939,4039,0.16,0,0,0.01,0.18
3940,4040,0.17,0,0,0.01,0.18
3941,4041,0.14,0.02,0.01,0.01,0.18
3942,4042,0.16,0,0,0.01,0.18
3943,4043,0.14,0.02,0,0.01,0.18
3944,4044,0.13,0,0.04,0.01,0.18
3945,4045,0,0,0.18,0,0.18
3946,4046,0,0,0.18,0,0.18
3947,4047,0,0,0.18,0,0.18
3948,4048,0.06,0.09,0,0.02,0.18
3949,4049,0.17,0,0,0.01,0.18
3950,4050,0.11,0.05,0,0.01,0.18
3951,4051,0.12,0.04,0,0.01,0.18
3952,4052,0.16,0,0,0.01,0.18
3953,4053,0.16,0,0,0.01,0.18
3954,4054,0.17,0,0,0.01,0.18
3955,4055,0.02,0.13,0,0.03,0.18
3956,4056,0.16,0,0,0.01,0.18
3957,4057,0.03,0.13,0,0.01,0.18
3958,4058,0.17,0,0,0.01,0.18
3959,4059,0.16,0,0,0.01,0.18
3960,4060,0.12,0.03,0,0.02,0.18
3961,4061,0.15,0.02,0,0.01,0.18
3962,4062,0.14,0.02,0,0.01,0.18
3963,4063,0.13,0.02,0.01,0.01,0.18
3964,4064,0.11,0.04,0,0.02,0.17
3965,4065,0,0.16,0,0.02,0.17
3966,4066,0.16,0,0,0.01,0.17
3967,4067,0.13,0.02,0,0.02,0.17
3968,4068,0,0.08,0.08,0.01,0.17
3969,4069,0,0,0.17,0,0.17
3970,4070,0.09,0.05,0,0.03,0.17
3971,4071,0,0.14,0,0.04,0.17
3972,4072,0.07,0.09,0,0.02,0.17
3973,4073,0.04,0.1,0,0.04,0.17
3974,4074,0.11,0.04,0,0.02,0.17
3975,4075,0.14,0.02,0,0.02,0.17
3976,4076,0.1,0.04,0,0.03,0.17
3977,4077,0.11,0.05,0,0.02,0.17
3978,4078,0.16,0,0,0.01,0.17
3979,4079,0.09,0.02,0.06,0.01,0.17
3980,4080,0.16,0,0,0.01,0.17
3981,4081,0.16,0,0,0.01,0.17
3982,4082,0,0,0.17,0,0.17
3983,4083,0.07,0.07,0.01,0.03,0.17
3984,4084,0,0,0.17,0,0.17
3985,4085,0.08,0.08,0,0.02,0.17
3986,4086,0.16,0,0,0.01,0.17
3987,4087,0.16,0,0,0.01,0.17
3988,4088,0.16,0,0,0.01,0.17
3989,4089,0,0,0.17,0,0.17
3990,4090,0.13,0.03,0,0.02,0.17
3991,4091,0.16,0,0,0.01,0.17
3992,4092,0.16,0,0,0.01,0.17
3993,4093,0,0,0.17,0,0.17
3994,4094,0.07,0.08,0,0.02,0.17
3995,4095,0.15,0.01,0,0.01,0.17
3996,4096,0.16,0.01,0,0.01,0.17
3997,4097,0.08,0.06,0,0.03,0.17
3998,4098,0.08,0.07,0,0.02,0.17
3999,4099,0.13,0.03,0,0.01,0.17
4000,4100,0,0,0.17,0,0.17
4001,4101,0.16,0,0,0.01,0.17
4002,4102,0.15,0.01,0,0.01,0.17
4003,4103,0.16,0,0,0.01,0.17
4004,4104,0.03,0,0.14,0,0.17
4005,4105,0.01,0.12,0,0.03,0.17
4006,4106,0.12,0.04,0,0.01,0.17
4007,4107,0.1,0.04,0,0.02,0.17
4008,4108,0.15,0.01,0,0.01,0.17
4009,4109,0.06,0.07,0.04,0.01,0.17
4010,4110,0.16,0,0,0.01,0.17
4011,4111,0.16,0,0,0.01,0.17
4012,4112,0.16,0,0,0.01,0.17
4013,4113,0.03,0.12,0,0.01,0.17
4014,4114,0.16,0,0,0.01,0.17
4015,4115,0.16,0,0,0.01,0.17
4016,4116,0.04,0.12,0,0.02,0.17
4017,4117,0,0.15,0,0.02,0.17
4018,4118,0.13,0.03,0,0.01,0.17
4019,4119,0.09,0.07,0,0.02,0.17
4020,4120,0.16,0,0,0.01,0.17
4021,4121,0.16,0,0,0.01,0.17
4022,4122,0.14,0.02,0,0.01,0.17
4023,4123,0.07,0.09,0,0.02,0.17
4024,4124,0.14,0.01,0,0.01,0.17
4025,4125,0.06,0.03,0.06,0.02,0.17
4026,4126,0.02,0.12,0,0.03,0.17
4027,4127,0.16,0,0,0.01,0.17
4028,4128,0.1,0.04,0,0.03,0.17
4029,4129,0.11,0.04,0,0.01,0.17
4030,4130,0.16,0,0,0.01,0.17
4031,4131,0.16,0,0,0.01,0.17
4032,4132,0.1,0.06,0,0.02,0.17
4033,4133,0.14,0.01,0,0.01,0.17
4034,4134,0.12,0.03,0,0.01,0.17
4035,4135,0.16,0,0,0.01,0.17
4036,4136,0.08,0.07,0,0.02,0.17
4037,4137,0.11,0.02,0.03,0.01,0.17
4038,4138,0,0.12,0.03,0.02,0.17
4039,4139,0.15,0,0,0.01,0.17
4040,4140,0.11,0.05,0,0.01,0.17
4041,4141,0.13,0.03,0,0.01,0.17
4042,4142,0.15,0.01,0,0.01,0.17
4043,4143,0.02,0.02,0.12,0,0.17
4044,4144,0.15,0,0,0.01,0.17
4045,4145,0,0,0.17,0,0.17
4046,4146,0,0.16,0,0.01,0.17
4047,4147,0,0,0.17,0,0.17
4048,4148,0.08,0.07,0,0.02,0.17
4049,4149,0.06,0.04,0.05,0.02,0.17
4050,4150,0.13,0.02,0,0.02,0.17
4051,4151,0.1,0.01,0.05,0.01,0.17
4052,4152,0.05,0.07,0.02,0.02,0.17
4053,4153,0,0.13,0,0.04,0.17
4054,4154,0.13,0.03,0,0.01,0.17
4055,4155,0.16,0,0,0.01,0.17
4056,4156,0.15,0.01,0,0.01,0.17
4057,4157,0.04,0.11,0,0.02,0.17
4058,4158,0,0,0.17,0,0.17
4059,4159,0.08,0.07,0,0.01,0.17
4060,4160,0,0,0.17,0,0.17
4061,4161,0.15,0,0,0.02,0.17
4062,4162,0.15,0.01,0,0.01,0.17
4063,4163,0.11,0.04,0,0.02,0.17
4064,4164,0.11,0.02,0.03,0.01,0.17
4065,4165,0.13,0.02,0,0.02,0.17
4066,4166,0.14,0.01,0,0.01,0.17
4067,4167,0.08,0.07,0,0.02,0.17
4068,4168,0,0,0.17,0,0.17
4069,4169,0.12,0.04,0,0.01,0.17
4070,4170,0,0,0.17,0,0.17
4071,4171,0,0,0.17,0,0.17
4072,4172,0.07,0,0.08,0.02,0.17
4073,4173,0,0.13,0,0.03,0.17
4074,4174,0.11,0.02,0.02,0.01,0.17
4075,4175,0.04,0.04,0.08,0.01,0.17
4076,4176,0.15,0,0,0.01,0.17
4077,4177,0.14,0.01,0,0.02,0.17
4078,4178,0.13,0.02,0,0.01,0.16
4079,4179,0.05,0.03,0.06,0.02,0.16
4080,4180,0.13,0.02,0,0.01,0.16
4081,4181,0.13,0,0,0.03,0.16
4082,4182,0.16,0,0,0,0.16
4083,4183,0.05,0.04,0.06,0.02,0.16
4084,4184,0.15,0,0,0.01,0.16
4085,4185,0.14,0.01,0,0.01,0.16
4086,4186,0.07,0.08,0,0.02,0.16
4087,4187,0.12,0.03,0,0.01,0.16
4088,4188,0.08,0.06,0,0.02,0.16
4089,4189,0.11,0.03,0,0.02,0.16
4090,4190,0.12,0,0.03,0.01,0.16
4091,4191,0.07,0.05,0.03,0.01,0.16
4092,4192,0.11,0.04,0,0.01,0.16
4093,4193,0,0,0.16,0,0.16
4094,4194,0.08,0.06,0,0.02,0.16
4095,4195,0,0.14,0,0.02,0.16
4096,4196,0.11,0,0.04,0.01,0.16
4097,4197,0.02,0.03,0.11,0.01,0.16
4098,4198,0.15,0,0,0.01,0.16
4099,4199,0.14,0.01,0,0.01,0.16
4100,4200,0.06,0.1,0,0,0.16
4101,4201,0.11,0.04,0,0.01,0.16
4102,4202,0.11,0.04,0,0.01,0.16
4103,4203,0.07,0.05,0.03,0.01,0.16
4104,4204,0.15,0,0,0.01,0.16
4105,4205,0.15,0,0,0.01,0.16
4106,4206,0.09,0.03,0.03,0.01,0.16
4107,4207,0,0,0.16,0,0.16
4108,4208,0.12,0.02,0,0.02,0.16
4109,4209,0.15,0,0,0.01,0.16
4110,4210,0.05,0.1,0,0.01,0.16
4111,4211,0.07,0.04,0.03,0.02,0.16
4112,4212,0,0,0.16,0,0.16
4113,4213,0.11,0.03,0,0.01,0.16
4114,4214,0.15,0,0,0.01,0.16
4115,4215,0.13,0.02,0,0.01,0.16
4116,4216,0.15,0,0,0.01,0.16
4117,4217,0.14,0.01,0,0.01,0.16
4118,4218,0.15,0,0,0.01,0.16
4119,4219,0,0,0.16,0,0.16
4120,4220,0.12,0.02,0,0.02,0.16
4121,4221,0.14,0,0.01,0.01,0.16
4122,4222,0.15,0,0,0.01,0.16
4123,4223,0.15,0,0,0.01,0.16
4124,4224,0.13,0.02,0,0.01,0.16
4125,4225,0.15,0,0,0.01,0.16
4126,4226,0.14,0.01,0,0.01,0.16
4127,4227,0.15,0,0,0.01,0.16
4128,4228,0.11,0.01,0.03,0.01,0.16
4129,4229,0,0.14,0,0.02,0.16
4130,4230,0.08,0.07,0,0.01,0.16
4131,4231,0.15,0,0,0.01,0.16
4132,4232,0.15,0,0,0.01,0.16
4133,4233,0.15,0,0,0.01,0.16
4134,4234,0.09,0.05,0,0.02,0.16
4135,4235,0.12,0,0.03,0.01,0.16
4136,4236,0,0.15,0,0.01,0.16
4137,4237,0.05,0.02,0.08,0.01,0.16
4138,4238,0,0,0.16,0,0.16
4139,4239,0,0.15,0,0.01,0.16
4140,4240,0.11,0.04,0,0.01,0.16
4141,4241,0.14,0.01,0,0.01,0.16
4142,4242,0.15,0,0,0.01,0.16
4143,4243,0.15,0,0,0.01,0.16
4144,4244,0.08,0.06,0,0.03,0.16
4145,4245,0.14,0.01,0,0.01,0.16
4146,4246,0.03,0.01,0.11,0,0.16
4147,4247,0,0.1,0.02,0.04,0.16
4148,4248,0.15,0,0,0.01,0.16
4149,4249,0.08,0.07,0,0.01,0.16
4150,4250,0.16,0,0,0,0.16
4151,4251,0.07,0.07,0,0.02,0.16
4152,4252,0.1,0.05,0,0.01,0.16
4153,4253,0.15,0,0,0.01,0.16
4154,4254,0.13,0.02,0,0.01,0.16
4155,4255,0.14,0.01,0,0.01,0.16
4156,4256,0.15,0,0,0.01,0.16
4157,4257,0.09,0.05,0,0.01,0.16
4158,4258,0.15,0,0,0.01,0.16
4159,4259,0.13,0.02,0,0.01,0.16
4160,4260,0,0.14,0,0.02,0.16
4161,4261,0.05,0,0.09,0.01,0.16
4162,4262,0.12,0.03,0,0.01,0.16
4163,4263,0.11,0.02,0.02,0.01,0.16
4164,4264,0.11,0.03,0,0.02,0.16
4165,4265,0.14,0.01,0,0.01,0.16
4166,4266,0.14,0.01,0,0.01,0.16
4167,4267,0.07,0.07,0,0.01,0.16
4168,4268,0.15,0,0,0.01,0.16
4169,4269,0.1,0.04,0,0.01,0.16
4170,4270,0.15,0,0,0.01,0.16
4171,4271,0.15,0,0,0.01,0.16
4172,4272,0,0.13,0,0.03,0.16
4173,4273,0.15,0,0,0.01,0.16
4174,4274,0.04,0.09,0,0.03,0.16
4175,4275,0.04,0.03,0.08,0.01,0.16
4176,4276,0,0,0.16,0,0.16
4177,4277,0.15,0,0,0.01,0.16
4178,4278,0.1,0.04,0,0.01,0.16
4179,4279,0.13,0,0.01,0.01,0.16
4180,4280,0.14,0,0,0.01,0.16
4181,4281,0.14,0.01,0,0.01,0.16
4182,4282,0.11,0.04,0,0.01,0.16
4183,4283,0.15,0,0,0.01,0.16
4184,4284,0.1,0,0.04,0.02,0.16
4185,4285,0.14,0,0,0.01,0.16
4186,4286,0.14,0.01,0,0.01,0.16
4187,4287,0.03,0,0.12,0,0.16
4188,4288,0,0.13,0,0.03,0.16
4189,4289,0,0,0.16,0,0.16
4190,4290,0.11,0.04,0,0.01,0.16
4191,4291,0.15,0,0,0.01,0.16
4192,4292,0.12,0.02,0,0.01,0.16
4193,4293,0.1,0.02,0.03,0.01,0.16
4194,4294,0.08,0.06,0,0.01,0.16
4195,4295,0.13,0.01,0,0.01,0.16
4196,4296,0.14,0,0,0.01,0.16
4197,4297,0,0,0.16,0,0.16
4198,4298,0.03,0.1,0,0.03,0.16
4199,4299,0.07,0.06,0,0.02,0.16
4200,4300,0,0,0.16,0,0.16
4201,4301,0.14,0,0,0.01,0.16
4202,4302,0.15,0,0,0.01,0.16
4203,4303,0,0,0.16,0,0.16
4204,4304,0.14,0,0,0.01,0.16
4205,4305,0.07,0.02,0.06,0.01,0.16
4206,4306,0.15,0,0,0.01,0.16
4207,4307,0.13,0.01,0,0.01,0.16
4208,4308,0.06,0.07,0,0.02,0.16
4209,4309,0.05,0.09,0,0.02,0.16
4210,4310,0.14,0.01,0,0.01,0.16
4211,4311,0.12,0.02,0,0.01,0.15
4212,4312,0.15,0,0,0.01,0.15
4213,4313,0.11,0.02,0.01,0.01,0.15
4214,4314,0.04,0.08,0,0.03,0.15
4215,4315,0.1,0.04,0,0.01,0.15
4216,4316,0.13,0.02,0,0.01,0.15
4217,4317,0.07,0.07,0,0.02,0.15
4218,4318,0.08,0.05,0,0.02,0.15
4219,4319,0.14,0.01,0,0.01,0.15
4220,4320,0.14,0,0,0.01,0.15
4221,4321,0.12,0.01,0.01,0.01,0.15
4222,4322,0.14,0,0,0.01,0.15
4223,4323,0,0,0.15,0,0.15
4224,4324,0.11,0.03,0,0.01,0.15
4225,4325,0.13,0.01,0,0.01,0.15
4226,4326,0,0.13,0,0.03,0.15
4227,4327,0.12,0.02,0,0.01,0.15
4228,4328,0.13,0.01,0,0.02,0.15
4229,4329,0,0.14,0,0.02,0.15
4230,4330,0.07,0.06,0.01,0.01,0.15
4231,4331,0.14,0.01,0,0.01,0.15
4232,4332,0.05,0.09,0,0.02,0.15
4233,4333,0.12,0.02,0,0.01,0.15
4234,4334,0.05,0.06,0.02,0.02,0.15
4235,4335,0.13,0.01,0,0.01,0.15
4236,4336,0.07,0.07,0,0.01,0.15
4237,4337,0.11,0,0.04,0.01,0.15
4238,4338,0.12,0.01,0.02,0.01,0.15
4239,4339,0.08,0.01,0.05,0.01,0.15
4240,4340,0.14,0,0,0.01,0.15
4241,4341,0.13,0.01,0,0.01,0.15
4242,4342,0.13,0.01,0,0.01,0.15
4243,4343,0.1,0.03,0,0.02,0.15
4244,4344,0.14,0,0,0.01,0.15
4245,4345,0.12,0.02,0,0.01,0.15
4246,4346,0.07,0.02,0.06,0.01,0.15
4247,4347,0.13,0.01,0,0.01,0.15
4248,4348,0.07,0.06,0,0.02,0.15
4249,4349,0,0.14,0,0.01,0.15
4250,4350,0.14,0,0,0.01,0.15
4251,4351,0,0,0.15,0,0.15
4252,4352,0.14,0,0,0.01,0.15
4253,4353,0.08,0.02,0.04,0.01,0.15
4254,4354,0.14,0,0,0.01,0.15
4255,4355,0.07,0.06,0,0.02,0.15
4256,4356,0.12,0.02,0,0.02,0.15
4257,4357,0.12,0.01,0,0.01,0.15
4258,4358,0.11,0.03,0,0.01,0.15
4259,4359,0.14,0,0,0.01,0.15
4260,4360,0.09,0.04,0,0.01,0.15
4261,4361,0.12,0.02,0,0.02,0.15
4262,4362,0.05,0.08,0,0.02,0.15
4263,4363,0.08,0.05,0,0.01,0.15
4264,4364,0.14,0,0,0.01,0.15
4265,4365,0.14,0,0,0.01,0.15
4266,4366,0.13,0,0.01,0.01,0.15
4267,4367,0.06,0.04,0.05,0.01,0.15
4268,4368,0.13,0.01,0,0.01,0.15
4269,4369,0.14,0,0,0.01,0.15
4270,4370,0.07,0.06,0,0.02,0.15
4271,4371,0.14,0,0,0.01,0.15
4272,4372,0,0.09,0.04,0.02,0.15
4273,4373,0,0.13,0,0.02,0.15
4274,4374,0.04,0.07,0.03,0.01,0.15
4275,4375,0,0,0.15,0,0.15
4276,4376,0.11,0.03,0,0.01,0.15
4277,4377,0.04,0,0.1,0.01,0.15
4278,4378,0.08,0.05,0,0.02,0.15
4279,4379,0.14,0,0,0.01,0.15
4280,4380,0.14,0,0,0.01,0.15
4281,4381,0.13,0.01,0,0.01,0.15
4282,4382,0.05,0.08,0,0.02,0.15
4283,4383,0.14,0,0,0.01,0.15
4284,4384,0.13,0,0,0.01,0.15
4285,4385,0.12,0.02,0,0.01,0.15
4286,4386,0,0,0.15,0,0.15
4287,4387,0.14,0,0,0.01,0.15
4288,4388,0.12,0.01,0,0.01,0.15
4289,4389,0.14,0,0,0.01,0.15
4290,4390,0.14,0,0,0.01,0.15
4291,4391,0.1,0.04,0,0.01,0.15
4292,4392,0,0,0.15,0,0.15
4293,4393,0.06,0.01,0.07,0.01,0.15
4294,4394,0.14,0,0,0.01,0.15
4295,4395,0.13,0,0,0.01,0.15
4296,4396,0.14,0,0,0.01,0.15
4297,4397,0.04,0.05,0.04,0.02,0.15
4298,4398,0.14,0,0,0.01,0.15
4299,4399,0,0,0.15,0,0.15
4300,4400,0.14,0,0,0.01,0.15
4301,4401,0,0,0.15,0,0.15
4302,4402,0.13,0.01,0,0.01,0.15
4303,4403,0.14,0,0,0.01,0.15
4304,4404,0.14,0,0,0.01,0.15
4305,4405,0.01,0.11,0,0.03,0.15
4306,4406,0.13,0.01,0,0.01,0.15
4307,4407,0.08,0.06,0,0.01,0.15
4308,4408,0.11,0.02,0,0.01,0.15
4309,4409,0,0,0.15,0,0.15
4310,4410,0.15,0,0,0,0.15
4311,4411,0,0,0.15,0,0.15
4312,4412,0.08,0.06,0,0.01,0.15
4313,4413,0,0,0.15,0,0.15
4314,4414,0.06,0.08,0,0.01,0.15
4315,4415,0.09,0.04,0,0.01,0.15
4316,4416,0.05,0.08,0,0.01,0.15
4317,4417,0.13,0,0,0.01,0.15
4318,4418,0,0,0.15,0,0.15
4319,4419,0,0.13,0,0.01,0.15
4320,4420,0.13,0,0,0.01,0.15
4321,4421,0,0,0.15,0,0.15
4322,4422,0.09,0.04,0,0.01,0.15
4323,4423,0.12,0.02,0,0.01,0.15
4324,4424,0.14,0,0,0.01,0.15
4325,4425,0.11,0.02,0,0.01,0.15
4326,4426,0.14,0,0,0.01,0.15
4327,4427,0.13,0,0,0.01,0.15
4328,4428,0.07,0.06,0,0.01,0.15
4329,4429,0.13,0,0,0.01,0.15
4330,4430,0.13,0,0,0.01,0.15
4331,4431,0,0,0.15,0,0.15
4332,4432,0.14,0,0,0.01,0.15
4333,4433,0,0.13,0,0.02,0.15
4334,4434,0.13,0,0.01,0.01,0.15
4335,4435,0,0,0.14,0,0.14
4336,4436,0.02,0,0.13,0,0.14
4337,4437,0.13,0,0,0.01,0.14
4338,4438,0,0,0.14,0,0.14
4339,4439,0.1,0.03,0,0.01,0.14
4340,4440,0.08,0.05,0,0.01,0.14
4341,4441,0.13,0,0,0.01,0.14
4342,4442,0.13,0,0,0.01,0.14
4343,4443,0.12,0.02,0,0.01,0.14
4344,4444,0,0,0.14,0,0.14
4345,4445,0.13,0,0,0.01,0.14
4346,4446,0,0,0.14,0,0.14
4347,4447,0,0,0.14,0,0.14
4348,4448,0.1,0.03,0,0.01,0.14
4349,4449,0.08,0.05,0,0.01,0.14
4350,4450,0,0.12,0,0.02,0.14
4351,4451,0.13,0,0,0.01,0.14
4352,4452,0.09,0.04,0,0.01,0.14
4353,4453,0.13,0,0,0.01,0.14
4354,4454,0.12,0.01,0,0.01,0.14
4355,4455,0.1,0.03,0.01,0.01,0.14
4356,4456,0,0.12,0,0.03,0.14
4357,4457,0.11,0.02,0,0.01,0.14
4358,4458,0.13,0,0,0.01,0.14
4359,4459,0.02,0.1,0,0.02,0.14
4360,4460,0.09,0.03,0.01,0.01,0.14
4361,4461,0,0.11,0,0.03,0.14
4362,4462,0.13,0,0,0.01,0.14
4363,4463,0.07,0,0.06,0.01,0.14
4364,4464,0.09,0,0.04,0.01,0.14
4365,4465,0.01,0.1,0,0.03,0.14
4366,4466,0.12,0.01,0,0.01,0.14
4367,4467,0,0,0.14,0,0.14
4368,4468,0.13,0,0,0.01,0.14
4369,4469,0.01,0.1,0,0.02,0.14
4370,4470,0.1,0.03,0,0.01,0.14
4371,4471,0.13,0,0,0.01,0.14
4372,4472,0.13,0,0,0.01,0.14
4373,4473,0.13,0,0,0.01,0.14
4374,4474,0,0,0.14,0,0.14
4375,4475,0.06,0.03,0.03,0.02,0.14
4376,4476,0,0,0.14,0,0.14
4377,4477,0,0.01,0.13,0,0.14
4378,4478,0,0,0.14,0,0.14
4379,4479,0,0.11,0,0.03,0.14
4380,4480,0.11,0.02,0,0.01,0.14
4381,4481,0.08,0.05,0,0.01,0.14
4382,4482,0.08,0,0.05,0.01,0.14
4383,4483,0.13,0,0,0.01,0.14
4384,4484,0.13,0,0,0.01,0.14
4385,4485,0.07,0.06,0,0.02,0.14
4386,4486,0.13,0,0,0.01,0.14
4387,4487,0,0,0.14,0,0.14
4388,4488,0,0.12,0,0.02,0.14
4389,4489,0.13,0,0,0.01,0.14
4390,4490,0.11,0.02,0,0.01,0.14
4391,4491,0,0,0.14,0,0.14
